course_id,course_title,course_description,career_path,career_level,sector,job_role,primary_skill,secondary_skills,difficulty_level,duration_hours,provider,prerequisites,learning_outcomes,career_progression_target
C0067,Business Intelligence Analyst - Practical Applications,Comprehensive entry-level course for Business Intelligence Analyst professionals focusing on Data Analytics and related competencies,Data Science,entry,Arts,Business Intelligence Analyst,Data Analytics,"Equipment Maintenance and Housekeeping, Lesson Planning, Food Safety Management",Intermediate,36,LinkedIn Learning,None,"Master Data Analytics, develop 3 supporting skills, advance to entry proficiency",Mid-level positions
C0068,Data Scientist - Fundamentals,Comprehensive mid-level course for Data Scientist professionals focusing on Lesson Planning and related competencies,Data Science,mid,Aerospace,Data Scientist,Lesson Planning,"Aircraft Sensing Components Maintenance, Programming and Coding, Business Acumen, Green Manufacturing Design and Implementation, Data Analytics, Systems Thinking, Arts Curriculum Design",Intermediate,35,MasterClass,Completion of mid level requirements,"Master Lesson Planning, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0069,Data Scientist - Advanced Concepts,Comprehensive mid-level course for Data Scientist professionals focusing on Food Safety Management and related competencies,Data Science,mid,Arts,Data Scientist,Food Safety Management,"Data Analytics, Aircraft Sensing Components Maintenance, Green Manufacturing Design and Implementation, Arts Curriculum Design",Advanced,68,LinkedIn Learning,Completion of mid level requirements,"Master Food Safety Management, develop 4 supporting skills, advance to mid proficiency",Senior level roles
C0070,Data Scientist - Practical Applications,Comprehensive mid-level course for Data Scientist professionals focusing on Cyber Security and related competencies,Data Science,mid,Accountancy,Data Scientist,Cyber Security,"Programming and Coding, Systems Thinking, Business Acumen, Arts Curriculum Design, Data Analytics, Aircraft Sensing Components Maintenance",Intermediate,59,Internal Training,Completion of mid level requirements,"Master Cyber Security, develop 6 supporting skills, advance to mid proficiency",Senior level roles
C0071,Data Scientist - Leadership Skills,Comprehensive mid-level course for Data Scientist professionals focusing on Food Safety Management and related competencies,Data Science,mid,Arts,Data Scientist,Food Safety Management,"Systems Thinking, Green Manufacturing Design and Implementation, Data Analytics, Business Acumen, Arts Curriculum Design, Aircraft Sensing Components Maintenance, Programming and Coding",Advanced,62,Udemy,Completion of mid level requirements,"Master Food Safety Management, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0072,Machine Learning Engineer - Fundamentals,Comprehensive mid-level course for Machine Learning Engineer professionals focusing on Financial Modelling and related competencies,Data Science,mid,Accountancy,Machine Learning Engineer,Financial Modelling,"Arts Curriculum Design, Programming and Coding, Systems Thinking, Data Analytics",Intermediate,60,Udemy,Completion of mid level requirements,"Master Financial Modelling, develop 4 supporting skills, advance to mid proficiency",Senior level roles
C0073,Machine Learning Engineer - Advanced Concepts,Comprehensive mid-level course for Machine Learning Engineer professionals focusing on Equipment Maintenance and Housekeeping and related competencies,Data Science,mid,Aerospace,Machine Learning Engineer,Equipment Maintenance and Housekeeping,"Business Acumen, Data Analytics, Systems Thinking, Green Manufacturing Design and Implementation, Programming and Coding",Intermediate,40,LinkedIn Learning,Completion of mid level requirements,"Master Equipment Maintenance and Housekeeping, develop 5 supporting skills, advance to mid proficiency",Senior level roles
C0074,Machine Learning Engineer - Practical Applications,Comprehensive mid-level course for Machine Learning Engineer professionals focusing on Cyber Security and related competencies,Data Science,mid,Agrifood,Machine Learning Engineer,Cyber Security,"Arts Curriculum Design, Programming and Coding, Aircraft Sensing Components Maintenance, Systems Thinking",Advanced,74,Udemy,Completion of mid level requirements,"Master Cyber Security, develop 4 supporting skills, advance to mid proficiency",Senior level roles
C0075,Machine Learning Engineer - Leadership Skills,Comprehensive mid-level course for Machine Learning Engineer professionals focusing on Equipment Maintenance and Housekeeping and related competencies,Data Science,mid,Aerospace,Machine Learning Engineer,Equipment Maintenance and Housekeeping,"Systems Thinking, Green Manufacturing Design and Implementation, Aircraft Sensing Components Maintenance, Programming and Coding",Intermediate,41,MasterClass,Completion of mid level requirements,"Master Equipment Maintenance and Housekeeping, develop 4 supporting skills, advance to mid proficiency",Senior level roles
C0076,Data Engineer - Fundamentals,Comprehensive mid-level course for Data Engineer professionals focusing on Food Safety Management and related competencies,Data Science,mid,Accountancy,Data Engineer,Food Safety Management,"Green Manufacturing Design and Implementation, Arts Curriculum Design, Systems Thinking, Data Analytics, Business Acumen, Programming and Coding, Aircraft Sensing Components Maintenance",Intermediate,45,edX,Completion of mid level requirements,"Master Food Safety Management, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0077,Data Engineer - Advanced Concepts,Comprehensive mid-level course for Data Engineer professionals focusing on Cyber Security and related competencies,Data Science,mid,Arts,Data Engineer,Cyber Security,"Arts Curriculum Design, Green Manufacturing Design and Implementation, Data Analytics, Business Acumen, Systems Thinking, Programming and Coding",Intermediate,41,Internal Training,Completion of mid level requirements,"Master Cyber Security, develop 6 supporting skills, advance to mid proficiency",Senior level roles
C0078,Data Engineer - Practical Applications,Comprehensive mid-level course for Data Engineer professionals focusing on Food Safety Management and related competencies,Data Science,mid,Aerospace,Data Engineer,Food Safety Management,"Arts Curriculum Design, Business Acumen, Green Manufacturing Design and Implementation, Data Analytics, Programming and Coding, Aircraft Sensing Components Maintenance, Systems Thinking",Advanced,47,LinkedIn Learning,Completion of mid level requirements,"Master Food Safety Management, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0079,Data Engineer - Leadership Skills,Comprehensive mid-level course for Data Engineer professionals focusing on Financial Modelling and related competencies,Data Science,mid,Aerospace,Data Engineer,Financial Modelling,"Aircraft Sensing Components Maintenance, Business Acumen, Programming and Coding, Systems Thinking, Arts Curriculum Design, Green Manufacturing Design and Implementation, Data Analytics",Advanced,54,LinkedIn Learning,Completion of mid level requirements,"Master Financial Modelling, develop 7 supporting skills, advance to mid proficiency",Senior level roles
C0080,Senior Data Scientist - Fundamentals,Comprehensive senior-level course for Senior Data Scientist professionals focusing on Cash Flow Management and related competencies,Data Science,senior,Agrifood,Senior Data Scientist,Cash Flow Management,"Farm Biosecurity Compliance and Management, Financial Modelling, Project Execution and Control, Cyber Security",Advanced,85,Udemy,Completion of senior level requirements,"Master Cash Flow Management, develop 4 supporting skills, advance to senior proficiency",Leadership roles
C0081,Senior Data Scientist - Advanced Concepts,Comprehensive senior-level course for Senior Data Scientist professionals focusing on Disruption Management and related competencies,Data Science,senior,Accountancy,Senior Data Scientist,Disruption Management,"Farm Biosecurity Compliance and Management, Aviation Legislation Compliance, Project Execution and Control, Multimedia Operations",Expert,104,MasterClass,Completion of senior level requirements,"Master Disruption Management, develop 4 supporting skills, advance to senior proficiency",Leadership roles
